"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002864g0000060","+",635,368
"Pc2113T1C00002864g0000070","+",368,2621
"Pc2113T1C00002864g0000080","+",2621,856
"Pc2113T1C00002864g0000090","-",490,856
"Pc2113T1C00000965g0000230","+",3102,20167
"Pc2113T1C00002864g0000110","-",NA,161
"Pc2113T1C00002864g0000100","+",490,161
"Pc2113T1C00002869g0000020","-",2617,136
"Pc2113T1C00002869g0000030","-",4999,2617
"Pc2113T1C00002869g0000040","+",4999,32256
"Pc2113T1C00002869g0000050","+",32256,397
"Pc2113T1C00002869g0000060","+",397,179
"Pc2113T1C00002869g0000070","+",179,385
"Pc2113T1C00002869g0000080","-",508,385
"Pc2113T1C00002869g0000090","-",153,508
"Pc2113T1C00000965g0000240","+",20167,37941
"Pc2113T1C00002869g0000100","+",153,149
"Pc2113T1C00002869g0000110","+",149,38210
"Pc2113T1C00002869g0000120","-",4443,38210
"Pc2113T1C00002869g0000130","-",19,4443
"Pc2113T1C00002869g0000140","-",1506,19
"Pc2113T1C00002869g0000150","+",1506,1177
"Pc2113T1C00002869g0000160","+",1177,1504
"Pc2113T1C00002869g0000170","+",1504,3603
"Pc2113T1C00002869g0000180","+",3603,2693
"Pc2113T1C00002869g0000190","+",2693,2888
"Pc2113T1C00000965g0000250","+",37941,69711
"Pc2113T1C00002869g0000200","+",2888,3024
"Pc2113T1C00002869g0000220","-",17653,95
"Pc2113T1C00002869g0000210","+",3024,95
"Pc2113T1C00002869g0000240","-",1217,159532
"Pc2113T1C00002869g0000230","+",17653,159532
"Pc2113T1C00002869g0000250","+",1217,691
"Pc2113T1C00002869g0000260","+",691,133
"Pc2113T1C00002869g0000270","-",25665,133
"Pc2113T1C00002869g0000280","-",NA,25665
"Pc2113T1C00002871g0000010","+",NA,55591
"Pc2113T1C00002871g0000020","+",55591,2117
"Pc2113T1C00000965g0000270","-",53713,19781
"Pc2113T1C00000965g0000260","+",69711,19781
"Pc2113T1C00002871g0000030","+",2117,1625
"Pc2113T1C00002871g0000040","+",1625,129
"Pc2113T1C00002871g0000050","-",82,129
"Pc2113T1C00002871g0000060","-",2949,82
"Pc2113T1C00002871g0000070","-",674,2949
"Pc2113T1C00002871g0000080","-",26180,674
"Pc2113T1C00002871g0000100","-",21662,913
"Pc2113T1C00002871g0000090","+",26180,913
"Pc2113T1C00002871g0000110","+",21662,31254
"Pc2113T1C00002871g0000120","+",31254,14
"Pc2113T1C00002871g0000130","+",14,6641
"Pc2113T1C00002871g0000140","+",6641,247
"Pc2113T1C00002875g0000020","-",75,112
"Pc2113T1C00002875g0000010","+",NA,112
"Pc2113T1C00002875g0000030","+",75,676
"Pc2113T1C00002875g0000040","+",676,43
"Pc2113T1C00002875g0000050","-",597,43
"Pc2113T1C00002875g0000060","+",597,310
"Pc2113T1C00002875g0000070","+",310,213
"Pc2113T1C00002875g0000080","-",190,213
"Pc2113T1C00002875g0000090","-",103,190
"Pc2113T1C00000965g0000280","+",53713,154
"Pc2113T1C00002875g0000110","-",16,9
"Pc2113T1C00002875g0000100","+",103,9
"Pc2113T1C00002875g0000120","+",16,86
"Pc2113T1C00002875g0000130","-",76,86
"Pc2113T1C00002875g0000140","-",93,76
"Pc2113T1C00002875g0000160","-",181,2008
"Pc2113T1C00002875g0000150","+",93,2008
"Pc2113T1C00002875g0000170","+",181,98
"Pc2113T1C00002875g0000190","-",180,227
"Pc2113T1C00002875g0000180","+",98,227
"Pc2113T1C00000139g0000460","+",325,42943
"Pc2113T1C00000965g0000290","+",154,25499
"Pc2113T1C00002875g0000200","+",180,1971
"Pc2113T1C00002875g0000210","+",1971,564
"Pc2113T1C00002875g0000230","-",92,3061
"Pc2113T1C00002875g0000220","+",564,3061
"Pc2113T1C00002875g0000240","-",198,92
"Pc2113T1C00002875g0000250","-",163,198
"Pc2113T1C00002875g0000260","+",163,279
"Pc2113T1C00002875g0000270","-",33725,279
"Pc2113T1C00002875g0000280","-",407,33725
"Pc2113T1C00002875g0000290","-",234,407
"Pc2113T1C00000965g0000300","+",25499,4679
"Pc2113T1C00000965g0000310","-",45,4679
"Pc2113T1C00002875g0000310","-",102,39
"Pc2113T1C00002875g0000300","+",234,39
"Pc2113T1C00002875g0000320","-",1569,102
"Pc2113T1C00002875g0000330","+",1569,374
"Pc2113T1C00002875g0000340","-",376,374
"Pc2113T1C00002875g0000350","-",31,376
"Pc2113T1C00002875g0000360","+",31,35
"Pc2113T1C00002875g0000370","-",4945,35
"Pc2113T1C00002875g0000380","-",2069,4945
"Pc2113T1C00002875g0000390","-",NA,2069
"Pc2113T1C00000965g0000320","-",1207,45
"Pc2113T1C00002876g0000020","+",803,583
"Pc2113T1C00002876g0000040","-",23,1922
"Pc2113T1C00002876g0000030","+",583,1922
"Pc2113T1C00002876g0000050","-",233,23
"Pc2113T1C00002876g0000060","-",154,233
"Pc2113T1C00002876g0000080","-",NA,10133
"Pc2113T1C00002876g0000070","+",154,10133
"Pc2113T1C00002879g0000010","+",NA,351
"Pc2113T1C00002879g0000020","-",218,351
"Pc2113T1C00002879g0000030","-",431,218
"Pc2113T1C00002879g0000040","-",70,431
"Pc2113T1C00000965g0000330","-",5107,1207
"Pc2113T1C00002879g0000060","-",259,127
"Pc2113T1C00002879g0000050","+",70,127
"Pc2113T1C00002879g0000070","+",259,1183
"Pc2113T1C00002879g0000080","+",1183,3997
"Pc2113T1C00002879g0000090","+",3997,2704
"Pc2113T1C00002885g0000020","-",1028,1484
"Pc2113T1C00002885g0000010","+",NA,1484
"Pc2113T1C00002889g0000010","+",NA,20307
"Pc2113T1C00002889g0000020","+",20307,47703
"Pc2113T1C00000965g0000340","-",NA,5107
"Pc2113T1C00002889g0000030","+",47703,29
"Pc2113T1C00002889g0000040","+",29,31512
"Pc2113T1C00002889g0000060","-",37002,44167
"Pc2113T1C00002889g0000050","+",31512,44167
"Pc2113T1C00002889g0000070","+",37002,14
"Pc2113T1C00002889g0000090","-",3249,18221
"Pc2113T1C00002889g0000080","+",14,18221
"Pc2113T1C00002889g0000100","-",109889,3249
"Pc2113T1C00002889g0000120","-",1028,19654
"Pc2113T1C00002889g0000110","+",109889,19654
"Pc2113T1C00000979g0000020","-",1955,1569
"Pc2113T1C00000979g0000010","+",NA,1569
"Pc2113T1C00002889g0000130","+",1028,86381
"Pc2113T1C00002889g0000140","-",21,86381
"Pc2113T1C00002889g0000150","-",264,21
"Pc2113T1C00002889g0000160","-",4281,264
"Pc2113T1C00002889g0000170","-",3854,4281
"Pc2113T1C00002889g0000180","+",3854,685
"Pc2113T1C00002889g0000190","+",685,27023
"Pc2113T1C00002889g0000200","+",27023,24
"Pc2113T1C00002891g0000020","-",39,18646
"Pc2113T1C00002891g0000030","-",172,39
"Pc2113T1C00000979g0000030","-",9717,1955
"Pc2113T1C00002891g0000040","-",2630,172
"Pc2113T1C00002891g0000050","-",136,2630
"Pc2113T1C00002891g0000060","+",136,9560
"Pc2113T1C00002891g0000070","-",3469,9560
"Pc2113T1C00002891g0000080","-",8075,3469
"Pc2113T1C00002891g0000090","+",8075,24571
"Pc2113T1C00002891g0000100","-",66,24571
"Pc2113T1C00002891g0000110","-",465,66
"Pc2113T1C00002891g0000120","-",28,465
"Pc2113T1C00002891g0000130","-",30926,28
"Pc2113T1C00002891g0000150","-",6,6179
"Pc2113T1C00002891g0000140","+",30926,6179
"Pc2113T1C00002891g0000160","-",60,6
"Pc2113T1C00002891g0000170","-",60436,60
"Pc2113T1C00002891g0000180","-",87414,60436
"Pc2113T1C00002891g0000190","-",34945,87414
"Pc2113T1C00002891g0000200","+",34945,2447
"Pc2113T1C00002891g0000210","-",2,2447
"Pc2113T1C00002891g0000220","-",332,2
"Pc2113T1C00000979g0000050","-",16367,912
"Pc2113T1C00000979g0000040","+",9717,912
"Pc2113T1C00002891g0000240","-",331,55911
"Pc2113T1C00002891g0000230","+",332,55911
"Pc2113T1C00002891g0000250","+",331,10024
"Pc2113T1C00002891g0000260","+",10024,2174
"Pc2113T1C00002891g0000270","-",2785,2174
"Pc2113T1C00002891g0000290","-",2670,3267
"Pc2113T1C00002891g0000280","+",2785,3267
"Pc2113T1C00002891g0000300","-",57,2670
"Pc2113T1C00002891g0000320","-",8368,3747
"Pc2113T1C00002891g0000310","+",57,3747
"Pc2113T1C00002891g0000330","+",8368,3198
"Pc2113T1C00002891g0000340","-",2308,3198
"Pc2113T1C00002891g0000350","+",2308,18446
"Pc2113T1C00002891g0000360","+",18446,11
"Pc2113T1C00002891g0000380","-",3588,1521
"Pc2113T1C00002891g0000370","+",11,1521
"Pc2113T1C00002891g0000390","-",1089,3588
"Pc2113T1C00002891g0000400","+",1089,3468
"Pc2113T1C00002891g0000410","-",9083,3468
"Pc2113T1C00002891g0000430","-",9048,335
"Pc2113T1C00002891g0000420","+",9083,335
"Pc2113T1C00000020g0000060","+",3764,8
"Pc2113T1C00000139g0000470","+",42943,149
"Pc2113T1C00000979g0000070","-",27643,4433
"Pc2113T1C00000979g0000060","+",16367,4433
"Pc2113T1C00002891g0000440","+",9048,6404
"Pc2113T1C00002891g0000450","-",1917,6404
"Pc2113T1C00002891g0000460","+",1917,93075
"Pc2113T1C00002891g0000470","+",93075,4562
"Pc2113T1C00002891g0000490","-",9083,57361
"Pc2113T1C00002891g0000480","+",4562,57361
"Pc2113T1C00002891g0000500","-",57727,9083
"Pc2113T1C00002891g0000510","+",57727,220
"Pc2113T1C00002891g0000520","+",220,109
"Pc2113T1C00002891g0000530","-",1355,109
"Pc2113T1C00002891g0000540","+",1355,2176
"Pc2113T1C00002891g0000550","-",905,2176
"Pc2113T1C00002891g0000560","+",905,550
"Pc2113T1C00002891g0000570","-",781,550
"Pc2113T1C00002891g0000580","+",781,122
"Pc2113T1C00002891g0000590","-",272,122
"Pc2113T1C00002891g0000610","-",6375,58
"Pc2113T1C00002891g0000600","+",272,58
"Pc2113T1C00002891g0000620","-",2104,6375
"Pc2113T1C00000979g0000080","+",27643,1061
"Pc2113T1C00002891g0000630","+",2104,1863
"Pc2113T1C00002891g0000640","+",1863,77
"Pc2113T1C00002891g0000660","-",2308,20145
"Pc2113T1C00002891g0000650","+",77,20145
"Pc2113T1C00002891g0000670","+",2308,19007
"Pc2113T1C00002891g0000680","-",2630,19007
"Pc2113T1C00002891g0000690","+",2630,8499
"Pc2113T1C00002891g0000700","-",1030,8499
"Pc2113T1C00002891g0000720","-",1021,618
"Pc2113T1C00002891g0000710","+",1030,618
"Pc2113T1C00002891g0000730","-",16074,1021
"Pc2113T1C00000979g0000090","+",1061,3590
"Pc2113T1C00000979g0000100","-",426,3590
"Pc2113T1C00002891g0000740","+",16074,267
"Pc2113T1C00002891g0000750","+",267,205
"Pc2113T1C00002891g0000760","-",15243,205
"Pc2113T1C00002891g0000780","-",811,123
"Pc2113T1C00002891g0000770","+",15243,123
"Pc2113T1C00002891g0000790","+",811,25585
"Pc2113T1C00002891g0000800","-",12254,25585
"Pc2113T1C00002891g0000810","-",7546,12254
"Pc2113T1C00002891g0000820","-",2308,7546
"Pc2113T1C00002891g0000830","-",62363,2308
"Pc2113T1C00000979g0000110","-",327,426
"Pc2113T1C00002891g0000840","-",2682,62363
"Pc2113T1C00002891g0000850","-",2073,2682
"Pc2113T1C00002891g0000870","-",2161,6614
"Pc2113T1C00002891g0000860","+",2073,6614
"Pc2113T1C00002891g0000880","-",154,2161
"Pc2113T1C00002891g0000890","-",3094,154
"Pc2113T1C00002891g0000900","+",3094,1173
"Pc2113T1C00002891g0000910","+",1173,2054
"Pc2113T1C00002891g0000920","+",2054,12445
"Pc2113T1C00000979g0000120","-",697,327
"Pc2113T1C00002891g0000930","+",12445,5773
"Pc2113T1C00002891g0000940","+",5773,8604
"Pc2113T1C00002891g0000950","+",8604,371
"Pc2113T1C00002891g0000960","+",371,899
"Pc2113T1C00002891g0000980","-",1545,371
"Pc2113T1C00002891g0000970","+",899,371
"Pc2113T1C00002891g0000990","-",3359,1545
"Pc2113T1C00002891g0001000","-",11748,3359
"Pc2113T1C00002891g0001010","-",3061,11748
"Pc2113T1C00002891g0001030","-",298,3074
"Pc2113T1C00002891g0001020","+",3061,3074
"Pc2113T1C00000979g0000130","-",26,697
"Pc2113T1C00002891g0001040","-",356,298
"Pc2113T1C00002891g0001050","-",1326,356
"Pc2113T1C00002891g0001060","+",1326,947
"Pc2113T1C00002891g0001070","+",947,978
"Pc2113T1C00002891g0001080","+",978,4714
"Pc2113T1C00002891g0001090","-",3697,4714
"Pc2113T1C00002891g0001100","+",3697,2785
"Pc2113T1C00002891g0001120","-",2547,29180
"Pc2113T1C00002891g0001110","+",2785,29180
"Pc2113T1C00000979g0000140","-",7941,26
"Pc2113T1C00002891g0001130","+",2547,219
"Pc2113T1C00002891g0001140","-",357,219
"Pc2113T1C00002891g0001150","+",357,24113
"Pc2113T1C00002891g0001160","-",5811,24113
"Pc2113T1C00002891g0001170","+",5811,21073
"Pc2113T1C00002891g0001180","-",742,21073
"Pc2113T1C00002891g0001190","+",742,16427
"Pc2113T1C00002891g0001200","+",16427,4484
"Pc2113T1C00002891g0001210","+",4484,5469
"Pc2113T1C00002891g0001220","+",5469,247
"Pc2113T1C00002891g0001230","-",348,247
"Pc2113T1C00000979g0000150","-",414,7941
"Pc2113T1C00002891g0001240","+",348,1079
"Pc2113T1C00002891g0001250","+",1079,836
"Pc2113T1C00002891g0001270","-",594,239
"Pc2113T1C00002891g0001260","+",836,239
"Pc2113T1C00002891g0001280","-",644,594
"Pc2113T1C00002891g0001290","-",4059,644
"Pc2113T1C00002891g0001300","+",4059,281
"Pc2113T1C00002891g0001310","-",1253,281
"Pc2113T1C00002891g0001320","+",1253,200
"Pc2113T1C00000979g0000160","-",609,414
"Pc2113T1C00002891g0001330","+",200,128
"Pc2113T1C00002891g0001340","-",999,128
"Pc2113T1C00002891g0001360","-",752,1906
"Pc2113T1C00002891g0001350","+",999,1906
"Pc2113T1C00002891g0001380","-",2474,536
"Pc2113T1C00002891g0001370","+",752,536
"Pc2113T1C00002891g0001390","-",223,2474
"Pc2113T1C00002891g0001400","-",896,223
"Pc2113T1C00002891g0001410","-",475,896
"Pc2113T1C00002891g0001420","-",1298,475
"Pc2113T1C00000139g0000480","+",149,2090
"Pc2113T1C00002891g0001430","+",1298,99
"Pc2113T1C00002891g0001440","+",99,199
"Pc2113T1C00002891g0001450","-",1264,199
"Pc2113T1C00002891g0001460","+",1264,251
"Pc2113T1C00002891g0001470","-",1619,251
"Pc2113T1C00002891g0001480","+",1619,404
"Pc2113T1C00002891g0001490","+",404,454
"Pc2113T1C00002891g0001500","+",454,9813
"Pc2113T1C00002891g0001510","+",9813,11082
"Pc2113T1C00002891g0001520","+",11082,70
"Pc2113T1C00000979g0000170","+",609,117
"Pc2113T1C00000979g0000180","-",3921,117
"Pc2113T1C00002891g0001530","+",70,614
"Pc2113T1C00002891g0001540","+",614,165
"Pc2113T1C00002891g0001550","+",165,68424
"Pc2113T1C00002891g0001560","-",137,68424
"Pc2113T1C00002891g0001570","-",1424,137
"Pc2113T1C00002891g0001580","+",1424,1756
"Pc2113T1C00002891g0001590","+",1756,1333
"Pc2113T1C00002891g0001600","+",1333,66
"Pc2113T1C00002891g0001610","-",152,66
"Pc2113T1C00002891g0001620","-",4502,152
"Pc2113T1C00002891g0001640","-",1297,4141
"Pc2113T1C00002891g0001630","+",4502,4141
"Pc2113T1C00002891g0001650","+",1297,31301
"Pc2113T1C00002891g0001660","-",3943,31301
"Pc2113T1C00002891g0001670","-",66784,3943
"Pc2113T1C00002891g0001690","-",13168,2145
"Pc2113T1C00002891g0001680","+",66784,2145
"Pc2113T1C00002891g0001700","-",3871,13168
"Pc2113T1C00002891g0001710","-",1185,3871
"Pc2113T1C00002891g0001720","-",1842,1185
"Pc2113T1C00000979g0000190","+",3921,5104
"Pc2113T1C00002891g0001740","-",1671,1354
"Pc2113T1C00002891g0001730","+",1842,1354
"Pc2113T1C00002891g0001750","-",422,1671
"Pc2113T1C00002891g0001760","+",422,5249
"Pc2113T1C00002891g0001770","-",342,5249
"Pc2113T1C00002891g0001780","+",342,1458
"Pc2113T1C00002891g0001790","-",1662,1458
"Pc2113T1C00002891g0001800","+",1662,231
"Pc2113T1C00002891g0001810","-",148,231
"Pc2113T1C00002891g0001820","-",5463,148
"Pc2113T1C00002891g0001830","-",1176,5463
"Pc2113T1C00000979g0000200","+",5104,143
"Pc2113T1C00002891g0001840","-",216,1176
"Pc2113T1C00002891g0001850","-",355,216
"Pc2113T1C00002891g0001860","-",16021,355
"Pc2113T1C00002891g0001870","-",4521,16021
"Pc2113T1C00002891g0001880","-",5467,4521
"Pc2113T1C00002891g0001890","-",421,5467
"Pc2113T1C00002891g0001900","+",421,224
"Pc2113T1C00002891g0001910","-",130,224
"Pc2113T1C00002891g0001920","+",130,11217
"Pc2113T1C00000979g0000210","+",143,408
"Pc2113T1C00000979g0000220","-",1290,408
"Pc2113T1C00002891g0001930","+",11217,2195
"Pc2113T1C00002891g0001940","-",335,2195
"Pc2113T1C00002891g0001950","-",612,335
"Pc2113T1C00002891g0001960","+",612,57
"Pc2113T1C00002891g0001980","-",NA,23162
"Pc2113T1C00002891g0001970","+",57,23162
"Pc2113T1C00002896g0000020","+",146,92
"Pc2113T1C00002896g0000030","+",92,179
"Pc2113T1C00002896g0000040","+",179,65
"Pc2113T1C00002896g0000050","-",168,65
"Pc2113T1C00002896g0000070","-",737,229
"Pc2113T1C00002896g0000060","+",168,229
"Pc2113T1C00002896g0000080","+",737,279
"Pc2113T1C00002896g0000090","-",2316,279
"Pc2113T1C00002896g0000110","-",182,104
"Pc2113T1C00002896g0000100","+",2316,104
"Pc2113T1C00002896g0000120","-",187,182
"Pc2113T1C00002896g0000140","-",418,136
"Pc2113T1C00002896g0000130","+",187,136
"Pc2113T1C00002896g0000150","+",418,51
"Pc2113T1C00002896g0000160","-",876,51
"Pc2113T1C00000979g0000230","+",1290,100
"Pc2113T1C00000979g0000240","-",83,100
"Pc2113T1C00002896g0000170","-",280,876
"Pc2113T1C00002896g0000180","-",24,280
"Pc2113T1C00002896g0000190","-",229,24
"Pc2113T1C00002896g0000200","-",41124,229
"Pc2113T1C00002896g0000210","-",64376,41124
"Pc2113T1C00002896g0000220","-",1023,64376
"Pc2113T1C00002900g0000020","+",34091,144
"Pc2113T1C00002900g0000030","-",106,144
"Pc2113T1C00000979g0000250","-",189,83
"Pc2113T1C00002900g0000050","-",2901,2551
"Pc2113T1C00002900g0000040","+",106,2551
"Pc2113T1C00002900g0000070","-",1419,11754
"Pc2113T1C00002900g0000060","+",2901,11754
"Pc2113T1C00002900g0000080","-",5475,1419
"Pc2113T1C00002900g0000090","-",75060,5475
"Pc2113T1C00002900g0000100","+",75060,11551
"Pc2113T1C00002900g0000110","+",11551,5852
"Pc2113T1C00002900g0000120","+",5852,1127
"Pc2113T1C00002900g0000130","+",1127,2170
"Pc2113T1C00002900g0000140","-",1175,2170
"Pc2113T1C00002900g0000150","-",NA,1175
"Pc2113T1C00002904g0000010","+",NA,25
"Pc2113T1C00002904g0000030","-",939,38682
"Pc2113T1C00002904g0000020","+",25,38682
"Pc2113T1C00002904g0000040","-",1206,939
"Pc2113T1C00002904g0000050","+",1206,636
"Pc2113T1C00002904g0000060","+",636,266
"Pc2113T1C00002904g0000070","+",266,440
"Pc2113T1C00002904g0000080","+",440,1444
"Pc2113T1C00002904g0000100","-",1299,133
"Pc2113T1C00002904g0000090","+",1444,133
"Pc2113T1C00000139g0000500","-",249,2640
"Pc2113T1C00000139g0000490","+",2090,2640
"Pc2113T1C00000979g0000260","+",189,316
"Pc2113T1C00002904g0000110","-",2286,1299
"Pc2113T1C00002904g0000120","-",3372,2286
"Pc2113T1C00002904g0000130","-",82,3372
"Pc2113T1C00002904g0000140","-",471,82
"Pc2113T1C00002904g0000150","-",82,471
"Pc2113T1C00002904g0000160","-",229,82
"Pc2113T1C00002904g0000170","+",229,107
"Pc2113T1C00002904g0000190","-",165,93
"Pc2113T1C00002904g0000180","+",107,93
"Pc2113T1C00000979g0000270","+",316,549
"Pc2113T1C00002904g0000200","+",165,2045
"Pc2113T1C00002904g0000210","+",2045,180
"Pc2113T1C00002904g0000230","-",351,378
"Pc2113T1C00002904g0000220","+",180,378
"Pc2113T1C00002904g0000250","-",726,460
"Pc2113T1C00002904g0000240","+",351,460
"Pc2113T1C00002904g0000260","+",726,521
"Pc2113T1C00002904g0000270","+",521,613
"Pc2113T1C00002904g0000280","-",233,613
"Pc2113T1C00002904g0000290","-",NA,233
"Pc2113T1C00000979g0000290","-",344,113
"Pc2113T1C00000979g0000280","+",549,113
"Pc2113T1C00002905g0000030","-",1764,2082
"Pc2113T1C00002905g0000020","+",351,2082
"Pc2113T1C00002905g0000040","+",1764,787
"Pc2113T1C00002905g0000050","+",787,532
"Pc2113T1C00002905g0000070","-",232,537
"Pc2113T1C00002905g0000060","+",532,537
"Pc2113T1C00002905g0000080","-",62133,232
"Pc2113T1C00002905g0000090","-",133,62133
"Pc2113T1C00002905g0000100","-",2890,133
"Pc2113T1C00002905g0000110","+",2890,76
"Pc2113T1C00002905g0000120","+",76,279
"Pc2113T1C00002905g0000130","+",279,167
"Pc2113T1C00002905g0000140","+",167,164
"Pc2113T1C00002905g0000150","-",41721,164
"Pc2113T1C00002905g0000160","-",41214,41721
"Pc2113T1C00002905g0000170","+",41214,2256
"Pc2113T1C00002905g0000180","+",2256,8
"Pc2113T1C00002905g0000200","-",1397,273
"Pc2113T1C00002905g0000190","+",8,273
"Pc2113T1C00002905g0000210","-",1527,1397
"Pc2113T1C00002905g0000220","-",2416,1527
"Pc2113T1C00000979g0000300","+",344,420
"Pc2113T1C00002905g0000230","-",112,2416
"Pc2113T1C00002905g0000240","-",NA,112
"Pc2113T1C00002909g0000010","+",NA,1718
"Pc2113T1C00002909g0000030","-",263,31890
"Pc2113T1C00002909g0000020","+",1718,31890
"Pc2113T1C00002909g0000040","+",263,114
"Pc2113T1C00002909g0000050","-",2077,114
"Pc2113T1C00002909g0000060","+",2077,3535
"Pc2113T1C00002909g0000070","+",3535,860
"Pc2113T1C00002909g0000080","+",860,176
"Pc2113T1C00002909g0000090","-",2906,176
"Pc2113T1C00000979g0000310","+",420,673
"Pc2113T1C00002909g0000100","-",2624,2906
"Pc2113T1C00002909g0000110","-",663,2624
"Pc2113T1C00002909g0000120","-",421,663
"Pc2113T1C00002909g0000130","-",339,421
"Pc2113T1C00002909g0000150","-",542,113
"Pc2113T1C00002909g0000140","+",339,113
"Pc2113T1C00002909g0000160","-",317,542
"Pc2113T1C00002909g0000170","-",189,317
"Pc2113T1C00002909g0000180","+",189,83
"Pc2113T1C00000979g0000320","+",673,2721
"Pc2113T1C00002909g0000190","+",83,102
"Pc2113T1C00002909g0000200","-",1347,102
"Pc2113T1C00002909g0000210","+",1347,408
"Pc2113T1C00002909g0000220","-",142,408
"Pc2113T1C00002909g0000230","-",2882,142
"Pc2113T1C00002909g0000240","-",224,2882
"Pc2113T1C00002909g0000250","-",3910,224
"Pc2113T1C00002909g0000270","-",628,117
"Pc2113T1C00002909g0000260","+",3910,117
"Pc2113T1C00002909g0000280","+",628,428
"Pc2113T1C00000979g0000340","-",338,1261
"Pc2113T1C00000979g0000330","+",2721,1261
"Pc2113T1C00002909g0000290","+",428,691
"Pc2113T1C00002909g0000300","+",691,409
"Pc2113T1C00002909g0000310","+",409,433
"Pc2113T1C00002909g0000330","-",403,3578
"Pc2113T1C00002909g0000320","+",433,3578
"Pc2113T1C00002909g0000340","-",63573,403
"Pc2113T1C00002909g0000360","-",13788,1379
"Pc2113T1C00002909g0000350","+",63573,1379
"Pc2113T1C00002909g0000370","+",13788,1572
"Pc2113T1C00002909g0000380","-",2813,1572
"Pc2113T1C00002909g0000400","-",NA,37357
"Pc2113T1C00002909g0000390","+",2813,37357
"Pc2113T1C00002911g0000020","-",834,19
"Pc2113T1C00002911g0000030","-",78,834
"Pc2113T1C00002911g0000040","-",11253,78
"Pc2113T1C00002911g0000050","-",31,11253
"Pc2113T1C00002911g0000060","-",413,31
"Pc2113T1C00002911g0000070","-",3367,413
"Pc2113T1C00002911g0000080","-",9453,3367
"Pc2113T1C00002911g0000090","-",397,9453
"Pc2113T1C00000979g0000350","+",338,156
"Pc2113T1C00000979g0000360","-",815,156
"Pc2113T1C00002911g0000100","-",66998,397
"Pc2113T1C00002911g0000110","+",66998,13831
"Pc2113T1C00002911g0000120","-",7081,13831
"Pc2113T1C00002911g0000130","-",19498,7081
"Pc2113T1C00002911g0000140","+",19498,719
"Pc2113T1C00002911g0000150","+",719,1156
